0 1 2
166 8 9
166 8 10
167 10 1
167 10 1
168 1 2
168 1 7
168 1 6
168 7 2
168 7 2
168 10 8
168 10 8
169 1 10
169 1 10
169 2 10
169 2 10
170 5 6
170 5 6
170 10 9
170 10 9
171 9 10
171 9 10
171 10 1
171 10 1
172 6 7
172 6 7
172 10 5
172 10 5
173 5 9
173 5 9
174 2 8
174 2 8
174 10 8
174 10 8
175 8 6
175 8 6
175 10 5
175 10 5
176 1 10
176 1 10
176 6 7
176 6 7
177 5 6
177 5 6
177 9 7
177 9 7
178 5 7
178 5 7
178 6 5
178 6 5
179 5 7
179 5 7
179 9 7
179 9 7
180 2 8
180 2 8
180 5 8
180 5 8
181 9 10
181 9 10
181 10 1
181 10 1
182 1 2
182 1 2
182 6 7
182 6 7
183 8 9
183 8 9
183 9 7
183 9 10
183 10 7
183 11 1
183 11 2
183 11 7
184 7 2
184 7 2
184 9 11
184 9 11
185 5 7
185 5 7
185 10 5
185 10 5
186 1 11
186 1 11
186 8 6
186 8 6
187 5 8
187 5 8
187 6 5
187 6 5
188 9 8
188 9 8
189 2 8
189 2 8
189 10 7
189 10 7
190 9 6
190 9 6
191 9 2
191 9 2
191 11 8
191 11 8
192 5 6
192 5 6
192 5 7
192 5 7
193 2 10
193 2 10
193 9 5
193 9 5
194 2 9
194 2 9
195 1 2
195 1 2
195 12 9
195 12 10
195 12 11
196 2 10
196 2 10
196 7 6
196 7 6
197 2 8
197 2 8
197 7 5
197 7 5
198 5 6
198 5 6
198 7 9
198 7 9
199 10 12
199 10 12
200 1 10
200 1 10
200 5 11
200 10 6
200 10 6
200 10 5
200 10 11
201 8 7
201 8 7
201 8 12
201 8 12
202 2 1
202 2 1
202 8 7
202 8 7
203 2 5
203 2 5
203 10 1
203 10 1
204 6 7
204 6 7
204 9 10
204 9 10
205 1 11
205 1 11
205 2 7
205 2 7
206 8 11
206 8 11
206 12 1
206 12 1
207 9 10
207 12 10
207 12 10
207 12 10
207 12 10
207 13 9
207 13 10
208 12 13
208 12 13
208 13 5
208 13 5
209 1 2
209 1 2
209 1 10
209 1 10
210 1 6
210 1 6
210 2 13
210 2 13
210 10 5
210 14 10
210 14 5
211 5 9
211 5 9
211 10 12
211 10 12
212 7 8
212 7 8
212 11 1
212 11 1
213 2 5
213 2 5
213 7 1
213 7 1
214 1 6
214 1 6
214 5 6
214 5 6
215 2 1
215 2 1
215 9 1
215 9 1
216 6 9
216 6 9
216 12 9
216 12 9
216 15 1
216 15 2
216 15 5
217 6 8
217 6 8
217 15 5
217 15 5
218 13 15
218 13 15
219 7 11
219 7 11
219 12 8
219 12 8
220 12 5
220 12 5
220 12 14
220 12 14
221 15 9
221 15 9
222 1 15
222 1 15
222 11 1
222 11 1
222 16 11
222 16 13
222 16 7
223 1 14
223 1 14
223 10 11
223 10 11
224 6 16
224 6 16
224 13 14
224 13 14
225 6 2
225 6 2
225 15 8
225 15 8
226 7 13
226 7 13
226 12 1
226 12 1
227 2 8
227 2 8
227 15 8
227 15 8
228 5 14
228 5 14
228 12 10
228 12 10
229 13 6
229 13 6
230 5 2
230 5 2
230 16 14
230 16 14
231 11 8
231 11 8
232 5 13
232 5 13
232 15 14
232 15 14
233 5 13
233 5 13
233 15 16
233 15 16
234 2 15
234 2 15
235 7 10
235 7 10
235 12 14
235 12 14
236 11 5
236 11 5
236 13 12
236 13 12
237 1 2
237 1 16
237 1 12
237 13 7
237 13 7
237 14 2
237 14 2
238 9 10
238 9 10
239 6 8
239 6 8
239 15 16
239 15 16
240 1 2
240 1 2
241 1 11
241 1 11
241 5 8
241 5 8
242 1 8
242 1 8
242 10 13
242 10 13
243 2 9
243 2 9
243 16 15
243 16 15
244 13 16
244 13 16
244 15 6
244 15 6
245 10 2
245 10 2
246 9 10
246 9 10
246 17 18
246 17 18
247 13 6
247 13 6
247 16 18
247 16 18
248 9 8
248 9 8
248 14 10
248 14 10
249 13 18
249 13 18
249 18 11
249 18 11
250 1 18
250 1 18
250 9 18
250 9 18
251 6 15
251 6 15
251 10 18
251 10 18
252 5 18
252 5 18
252 6 16
252 6 16
253 12 17
253 12 17
253 13 2
253 13 2
254 2 1
254 2 1
254 7 15
254 7 15
255 9 18
255 9 18
255 13 11
255 13 11
256 6 12
256 9 10
256 9 10
256 14 7
256 14 7
256 16 6
256 16 12
257 7 8
257 7 8
257 9 12
257 9 12
258 10 9
258 10 9
258 12 16
258 12 16
259 11 13
259 11 13
259 13 19
259 13 19
259 18 14
259 18 14
260 5 2
260 5 2
261 10 11
261 10 11
261 15 16
261 15 16
262 6 18
262 6 18
262 15 14
262 15 14
263 18 14
263 18 14
264 7 8
264 7 8
264 7 9
264 7 9
265 11 1
265 11 1
265 11 2
265 11 2
266 9 6
266 9 6
266 18 1
266 18 1
267 11 10
267 11 10
268 1 8
268 1 8
268 9 12
268 9 12
269 15 5
269 15 5
269 19 18
269 19 18
270 8 10
270 8 10
270 19 8
270 19 8
271 2 9
271 2 9
271 16 2
271 16 2
272 5 18
272 5 18
272 14 8
272 14 8
273 7 13
273 7 13
273 11 19
273 11 19
274 10 8
274 10 8
274 10 12
274 10 12
275 5 7
275 5 7
275 9 2
275 9 2
276 6 2
276 6 2
276 13 15
276 13 15
277 13 19
277 13 19
278 5 8
278 5 8
278 16 14
278 16 14
279 17 13
279 17 13
279 18 19
279 18 19
280 1 9
280 1 9
280 10 18
280 10 18
281 13 15
281 13 15
281 16 12
281 16 12
282 11 8
282 11 8
282 17 10
282 17 10
283 15 17
283 15 17
284 2 7
284 2 7
284 16 15
284 16 15
285 5 10
285 5 10
285 17 19
285 17 19
286 12 16
286 12 16
287 17 10
287 17 10
288 16 1
288 16 1
288 18 10
288 18 10
289 10 5
289 10 5
289 12 15
289 12 15
290 12 17
290 12 17
290 16 2
290 16 2
291 5 19
291 5 19
291 9 17
291 9 17
291 10 18
291 10 17
291 18 17
292 8 18
292 8 18
292 10 2
292 10 2
293 19 11
293 19 11
293 19 2
293 19 2
294 14 16
294 14 16
294 17 18
294 17 18
295 6 1
295 6 1
296 16 6
296 16 6
296 16 19
296 16 19
297 7 17
297 7 17
297 17 19
297 17 19
298 9 8
298 9 8
298 17 18
298 17 18
299 5 6
299 5 6
299 18 12
299 18 12
300 7 2
300 7 2
300 8 16
300 8 16
301 9 1
301 9 1
301 9 5
301 9 5
302 16 5
302 16 5
303 6 11
303 6 11
303 19 2
303 19 2
304 12 2
304 12 2
304 19 17
304 19 17
305 13 6
305 13 6
305 19 5
305 19 5
306 12 9
306 12 9
306 16 14
306 16 14
307 2 9
307 2 9
307 15 19
307 15 19
308 1 11
308 1 11
308 6 9
308 6 9
309 2 13
309 2 13
309 2 16
309 2 16
310 14 15
310 14 15
310 16 14
310 16 14
311 14 15
311 14 15
311 17 7
311 17 7
312 7 6
312 7 6
312 12 13
312 12 13
313 14 2
313 14 2
313 18 19
313 18 19
314 7 1
314 7 1
314 7 18
314 7 18
315 5 11
315 5 11
315 15 16
315 15 16
316 8 17
316 8 17
316 13 11
316 13 11
317 12 7
317 12 7
317 13 8
317 13 8
318 7 16
318 7 16
318 13 17
318 13 17
319 10 8
319 10 8
319 17 8
319 17 8
320 7 19
320 7 19
320 18 19
320 18 19
321 12 6
321 12 6
321 15 18
321 15 18
322 12 1
322 12 1
323 19 8
323 19 8
324 7 1
324 7 1
324 10 18
324 10 18
325 10 18
325 10 18
325 11 6
325 11 6
325 12 11
325 12 13
325 12 14
326 16 13
326 16 13
326 19 12
326 19 12
327 7 5
327 7 5
327 19 9
327 19 9
328 16 17
328 16 17
328 18 11
328 18 11
329 6 14
329 6 14
329 16 15
329 16 15
330 15 7
330 15 7
330 16 14
330 16 14
331 12 8
331 12 8
331 12 7
331 12 7
332 6 16
332 6 16
332 15 19
332 15 19
333 14 17
333 14 17
333 17 11
333 17 11
334 15 2
334 15 5
334 15 19
334 15 19
334 15 19
335 6 16
335 6 16
335 6 19
335 6 19
336 2 14
336 2 14
337 11 9
337 11 9
337 12 2
337 12 2
338 10 1
338 10 1
338 16 1
338 16 1
339 1 7
339 1 7
339 7 8
339 7 8
340 6 17
340 6 17
340 8 6
340 8 6
341 5 10
341 5 10
341 19 9
341 19 9
342 2 5
342 2 5
342 6 2
342 6 2
343 7 8
343 7 8
343 7 15
343 7 15
344 8 10
344 8 10
344 13 9
344 13 9
345 11 7
345 11 10
345 11 18
345 16 8
345 16 8
345 17 11
345 17 11
346 13 12
346 13 12
346 14 5
346 14 5
347 5 15
347 5 15
347 8 7
347 8 7
348 1 12
348 1 12
348 12 19
348 12 19
349 7 2
349 7 2
349 14 13
349 14 13
350 15 12
350 15 12
351 1 10
351 5 14
351 5 14
351 13 14
351 13 14
351 19 1
351 19 10
352 12 15
352 12 15
353 6 14
353 6 14
353 13 7
353 13 7
354 15 11
354 15 11
355 10 14
355 10 14
356 12 7
356 12 7
356 14 9
356 14 9
357 14 7
357 14 7
357 15 16
357 15 16
358 18 9
358 18 9
358 19 17
358 19 17
359 1 8
359 1 8
360 13 17
360 13 17
360 19 18
360 19 18
361 11 6
361 11 6
361 13 20
361 13 20
361 15 14
361 15 14
362 5 2
362 5 2
362 19 11
362 19 11
363 13 14
363 13 14
363 18 15
363 18 15
364 18 15
364 18 15
365 1 15
365 1 15
365 20 7
365 20 7
366 5 14
366 5 14
366 12 17
366 12 17
367 7 19
367 7 19
367 13 2
367 13 2
367 21 22
367 21 22
368 1 17
368 1 17
368 8 12
368 8 12
369 10 2
369 10 2
369 11 8
369 11 8
370 10 21
370 10 21
370 18 15
370 18 15
371 11 9
371 11 9
372 7 8
372 7 8
372 15 12
372 15 12
373 9 10
373 9 10
373 15 10
373 15 10
374 7 9
374 7 9
374 18 9
374 18 9
375 9 10
375 9 10
375 14 17
375 14 17
376 5 13
376 5 13
376 9 18
376 9 18
377 2 5
377 2 5
377 6 8
377 6 8
378 18 19
378 18 19
379 21 10
379 21 10
379 23 21
379 23 22
379 23 1
380 12 16
380 12 16
380 17 19
380 17 19
381 2 9
381 2 9
381 20 7
381 20 7
382 14 12
382 14 12
382 17 19
382 17 19
383 17 10
383 17 10
383 22 13
383 22 13
384 16 23
384 16 23
385 16 10
385 16 10
386 12 17
386 12 17
386 23 21
386 23 21
386 24 17
386 24 6
386 24 16
387 11 24
387 11 24
387 14 11
387 14 11
388 16 6
388 16 6
389 14 11
389 14 11
389 15 23
389 15 23
390 6 21
390 6 21
390 19 24
390 19 24
391 5 20
391 10 9
391 10 9
391 15 5
391 15 20
391 24 16
391 24 16
392 11 10
392 11 10
393 5 17
393 5 17
393 17 7
393 17 7
394 10 18
394 10 18
394 19 17
394 19 17
395 11 19
395 11 19
395 15 24
395 15 24
396 7 11
396 7 11
396 15 13
396 15 13
397 8 9
397 8 9
397 21 15
397 21 15
398 6 13
398 6 13
398 14 15
398 14 15
399 5 16
399 5 16
399 7 1
399 7 1
400 13 22
400 13 22
400 18 11
400 18 11
401 16 21
401 16 21
401 17 9
401 17 9
402 1 23
402 1 23
402 23 1
402 23 1
403 16 18
403 16 18
403 21 18
403 21 18
404 2 23
404 2 23
404 18 14
404 18 14
405 14 5
405 14 5
405 23 24
405 23 24
406 17 15
406 17 15
407 2 6
407 2 6
407 17 9
407 17 9
408 15 22
408 15 22
408 20 19
408 20 19
409 24 11
409 24 11
410 16 1
410 16 1
410 16 17
410 16 17
411 24 7
411 24 7
412 7 15
412 7 15
412 11 17
412 11 17
413 6 9
413 6 9
413 7 6
413 7 6
414 2 24
414 2 24
414 5 14
414 5 14
415 11 12
415 11 12
415 17 2
415 17 2
416 5 1
416 5 1
416 21 13
416 21 13
417 12 15
417 12 15
417 22 9
417 22 9
417 24 25
417 24 25
418 11 18
418 11 18
418 14 10
418 14 10
419 1 14
419 1 14
419 15 14
419 15 14
420 11 14
420 11 14
420 12 6
420 12 6
421 15 12
421 15 12
421 24 23
421 24 23
422 22 14
422 22 14
422 24 1
422 24 1
423 22 20
423 22 20
424 13 2
424 13 2
424 25 11
424 25 11
425 14 1
425 14 1
425 24 2
425 24 2
426 9 19
426 9 19
426 22 23
426 22 23
427 7 5
427 7 5
427 15 17
427 15 17
428 1 6
428 1 6
428 23 2
428 23 2
429 8 15
429 8 15
429 18 6
429 18 6
430 5 20
430 5 20
430 23 16
430 23 16
431 5 18
431 5 18
431 5 22
431 5 22
432 7 22
432 7 22
432 9 10
432 9 10
433 5 2
433 5 2
433 5 17
433 5 17
434 16 18
434 16 18
435 15 18
435 15 18
435 22 16
435 22 16
436 8 13
436 8 13
436 9 20
436 9 20
437 9 10
437 9 10
438 1 19
438 1 19
438 2 18
438 2 18
439 1 5
439 1 5
440 7 17
440 7 17
440 8 12
440 8 12
441 16 17
441 16 17
441 20 22
441 20 22
442 6 23
442 6 23
442 7 19
442 7 19
443 14 23
443 14 23
444 19 16
444 19 16
445 1 5
445 1 5
445 19 15
445 19 15
446 21 10
446 21 10
447 9 12
447 9 12
448 11 1
448 11 1
448 25 1
448 25 1
449 14 13
449 14 13
449 25 5
449 25 5
450 1 10
450 1 10
450 1 8
450 1 8
451 14 17
451 14 17
451 21 7
451 21 7
452 2 20
452 2 20
452 23 16
452 23 16
453 8 5
453 8 5
454 14 17
454 14 17
454 15 19
454 15 19
455 15 8
455 15 8
455 18 12
455 18 12
456 1 17
456 1 17
456 22 23
456 22 23
457 24 5
457 24 5
458 16 24
458 16 24
458 22 9
458 22 9
459 22 5
459 22 5
459 23 8
459 23 8
460 16 14
460 16 14
460 23 16
460 23 16
461 11 17
461 11 17
461 11 12
461 11 12
462 23 1
462 23 1
462 25 24
462 25 24
463 25 10
463 25 10
464 15 10
464 15 10
464 17 7
464 17 7
465 21 19
465 21 19
465 24 12
465 24 12
466 2 6
466 2 6
466 19 21
466 19 21
467 19 21
467 19 21
467 20 8
467 20 8
468 20 19
468 20 19
468 22 1
468 22 1
469 16 20
469 16 20
469 21 8
469 21 8
469 25 14
469 25 13
469 25 21
470 2 20
470 2 20
471 13 8
471 13 8
471 17 15
471 17 15
472 13 11
472 13 11
472 13 17
472 13 17
473 1 5
473 1 5
473 11 9
473 11 9
474 5 14
474 5 14
474 22 15
474 22 15
475 12 24
475 12 24
475 16 15
475 16 15
476 21 15
476 21 15
476 21 24
476 21 24
477 8 12
477 8 12
477 21 10
477 21 10
478 16 23
478 16 23
478 20 2
478 20 2
479 9 2
479 9 11
479 9 20
479 16 20
479 17 7
479 17 7
479 22 25
479 22 25
479 26 16
479 26 20
480 11 12
480 11 12
480 18 2
480 18 2
481 14 12
481 14 12
481 15 24
481 15 24
482 2 24
482 2 24
483 2 12
483 2 12
483 8 25
483 8 25
484 12 11
484 12 11
484 14 7
484 14 7
485 14 9
485 14 9
485 15 22
485 15 22
486 7 19
486 7 19
486 25 1
486 25 1
487 9 10
487 9 10
487 11 20
487 11 20
488 24 7
488 24 7
488 25 9
488 25 9
488 27 28
488 27 26
488 27 17
489 10 1
489 10 1
489 10 16
489 10 16
490 2 26
490 2 26
490 18 21
490 18 21
491 11 1
491 11 1
491 19 7
491 19 7
492 5 22
492 5 22
492 28 6
492 28 6
493 8 18
493 8 18
493 16 5
493 16 5
494 5 17
494 5 17
494 13 22
494 13 22
495 11 16
495 11 16
495 12 6
495 12 6
496 11 12
496 11 12
496 12 16
496 12 16
497 7 29
497 7 29
497 9 10
497 9 10
497 21 15
497 21 15
498 14 27
498 14 27
498 15 21
498 15 21
499 10 23
499 10 23
499 17 8
499 17 8
500 2 27
500 2 27
500 15 18
500 15 18
501 2 24
501 2 24
501 29 2
501 29 2
502 17 23
502 17 23
502 17 22
502 17 22
503 15 16
503 15 16
503 17 10
503 17 10
504 5 14
504 5 14
504 18 16
504 18 16
505 25 10
505 25 10
505 28 14
505 28 14
506 16 28
506 16 28
506 28 7
506 28 7
507 18 7
507 18 7
507 25 26
507 25 26
508 22 6
508 22 6
508 22 26
508 22 26
509 12 10
509 12 10
509 19 27
509 19 27
510 14 20
510 14 20
510 27 29
510 27 29
511 1 16
511 1 16
511 29 2
511 29 2
512 19 10
512 19 10
512 22 29
512 22 29
513 1 14
513 1 14
513 13 17
513 13 17
514 10 11
514 10 11
514 28 5
514 28 5
515 16 6
515 16 6
515 21 22
515 21 22
516 14 29
516 14 29
516 25 6
516 25 6
517 25 1
517 25 26
517 26 16
517 26 16
517 26 1
517 29 25
517 29 25
518 13 14
518 13 14
518 17 26
518 17 26
519 15 16
519 15 16
519 17 24
519 17 24
520 6 20
520 6 20
520 7 1
520 7 1
521 6 21
521 6 21
521 28 7
521 28 7
521 30 31
521 30 31
522 10 9
522 10 9
522 31 8
522 31 8
523 30 17
523 30 17
524 1 2
524 1 2
524 22 21
524 22 21
525 1 8
525 1 8
526 1 25
526 1 25
526 5 10
526 5 10
527 7 11
527 7 11
527 31 11
527 31 11
528 19 29
528 19 29
528 22 11
528 22 11
529 25 17
529 25 17
529 31 12
529 31 12
530 14 8
530 14 8
530 24 2
530 24 2
530 32 33
530 32 33
531 27 32
531 27 32
531 28 14
531 28 14
532 9 22
532 9 22
532 13 18
532 13 18
533 1 2
533 1 2
533 33 2
533 33 2
534 20 25
534 20 25
534 26 1
534 26 1
534 30 19
535 6 18
535 6 18
535 24 6
535 24 6
536 30 15
536 30 15
536 32 14
536 32 14
537 7 13
537 7 13
537 26 27
537 26 27
538 7 14
538 7 14
538 32 2
538 32 2
539 16 11
539 16 11
539 33 12
539 33 12
540 26 27
540 26 27
540 28 16
540 28 16
541 7 8
541 7 8
541 17 19
541 17 19
542 12 21
542 12 21
542 29 18
542 29 18
543 7 26
543 7 26
543 10 30
543 10 30
544 8 18
544 8 18
545 15 29
545 15 29
545 33 7
545 33 7
546 21 9
546 21 9
547 6 7
547 6 7
547 18 31
547 18 31
548 5 7
548 5 7
549 17 21
549 17 21
549 24 16
549 24 16
550 21 20
550 21 20
550 26 12
550 26 12
551 9 16
551 9 16
551 18 9
551 18 9
552 15 30
552 15 30
552 32 33
552 32 33
553 13 14
553 13 14
553 27 32
553 27 32
554 5 13
554 5 13
554 8 20
554 8 20
555 16 18
555 16 18
555 27 1
555 27 1
556 13 20
556 13 20
556 24 29
556 24 29
557 5 7
557 5 7
557 12 25
557 12 25
558 13 22
558 13 22
559 26 30
559 26 30
559 26 15
559 26 15
560 22 10
560 22 10
560 23 24
560 23 24
561 20 24
561 20 24
561 31 33
561 31 33
562 1 12
562 1 12
562 14 17
562 14 17
563 15 9
563 15 9
564 21 20
564 21 20
564 25 24
564 25 24
565 5 33
565 5 33
565 29 15
565 29 15
565 30 21
565 30 18
565 30 29
566 5 14
566 5 14
566 29 32
566 29 32
566 33 34
566 33 34
567 9 5
567 9 5
567 14 15
567 14 15
568 18 31
568 18 31
568 27 15
568 27 15
569 1 7
569 1 7
569 32 21
569 32 21
570 5 29
570 5 29
570 20 24
570 20 24
571 23 28
571 23 28
571 34 2
571 34 2
572 7 32
572 7 32
572 16 31
572 16 31
573 2 6
573 2 6
573 11 32
573 11 32
574 26 30
574 26 30
575 9 17
575 9 17
575 25 24
575 25 24
576 8 10
576 8 10
576 25 20
576 25 20
577 12 23
577 12 23
577 24 13
577 24 13
578 6 29
578 6 29
578 9 2
578 9 12
578 9 21
578 15 1
578 15 1
579 7 32
579 7 32
579 28 29
579 28 29
580 15 8
580 15 8
580 28 7
580 28 7
581 22 27
581 22 27
581 28 17
581 28 17
581 33 35
581 33 35
582 20 35
582 20 35
582 21 13
582 21 13
583 19 15
583 19 15
583 20 12
583 20 12
584 20 11
584 20 11
584 25 16
584 25 16
585 2 24
585 2 24
585 10 2
585 10 2
586 12 27
586 12 27
586 31 34
586 31 34
587 14 27
587 14 27
587 25 34
587 25 34
588 23 10
588 23 10
588 29 23
588 29 23
589 29 15
589 29 15
590 12 17
590 12 17
590 21 22
590 21 22
591 34 13
591 34 13
591 34 23
591 34 23
592 20 1
592 20 1
593 23 11
593 23 11
593 27 30
593 27 30
594 7 5
594 7 5
